Name,BR ID,Hit streaks (old to new),No hit streaks (old to new),Avg. hit streak-length,Avg. no-hit streak-length,Current hit streak type,Current hit streak,Strikeout streaks (old to new),No strikeout streaks (old to new),Avg. strikeout streak length,Avg. no strikeout streak length,Current strikeout streak type,Current strikeout streak,Exception Message
Jarred Kelenic,kelenja01,"[2, 10, 5, 2, 6, 4, 1, 6, 3, 1, 3, 1, 1, 3, 1, 1, 4, 1, 1, 9, 3, 1]","[2, 2, 2, 1, 1, 1, 1, 3, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1]",3.1363636363636362,1.4090909090909092,dry streak,1,"[2, 2, 2, 3, 1, 3, 1, 10, 3, 2, 11, 7, 4, 3, 3, 7, 5, 1, 2]","[1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 3, 4, 2]",3.789473684210526,1.5555555555555556,strikeout streak,2,
Christian Bethancourt,bethach01,"[2, 8, 1, 2, 2, 2, 1, 4, 1, 1, 1, 3, 1, 3, 1, 2, 1, 1, 2, 3, 3, 1, 2, 4, 1]","[3, 1, 2, 2, 1, 1, 2, 2, 2, 1, 1, 2, 1, 3, 2, 2, 6, 2, 1, 3, 1, 1, 2, 3, 1]",2.12,1.92,hit streak,1,"[2, 2, 1, 9, 1, 4, 2, 1, 1, 5, 1, 7, 1, 1, 1, 1, 3, 2, 1, 1, 1, 3, 1, 2, 2, 1, 3, 1]","[1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 5, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1]",2.1785714285714284,1.3793103448275863,no strikeout streak,1,
Mitch Haniger,hanigmi01,"[4, 1, 1, 1, 1, 2, 2, 4, 1, 2, 3, 1, 3, 1, 2, 1]","[1, 1, 2, 1, 3, 1, 1, 2, 2, 2, 1, 2, 4, 2, 3, 3]",1.875,1.9375,hit streak,1,"[1, 8, 4, 3, 3, 1, 6, 1, 7, 1, 4, 2, 3]","[3, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 1]",3.3846153846153846,1.4166666666666667,strikeout streak,3,
Hunter Renfroe,renfrhu01,"[3, 3, 3, 6, 3, 7, 3, 1, 4, 1, 1, 1, 4, 1, 1, 1, 2, 2, 2, 4, 2, 1, 2, 2, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1]","[2, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 3, 1, 5, 2, 1, 2, 1, 1, 2, 3, 1, 2, 1, 3, 3, 1, 5, 2]",2.0833333333333335,1.7567567567567568,dry streak,2,"[2, 1, 1, 1, 4, 5, 3, 3, 2, 4, 2, 2, 2, 2, 3, 1, 1, 1, 1, 1, 1, 3, 2, 1, 4, 4, 1, 6, 3, 4, 1, 2, 3, 1, 1, 8]","[3, 1, 1, 2, 2, 1, 2, 1, 1, 2, 1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 4, 2, 2, 1]",2.4166666666666665,1.4722222222222223,no strikeout streak,1,
Seth Brown,brownse01,"[1, 2, 1, 1, 2, 1, 3, 2, 4, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 3, 3, 1, 1, 1, 2, 2, 1, 5, 1, 1, 2]","[2, 1, 1, 2, 1, 6, 1, 1, 3, 1, 1, 1, 2, 1, 3, 1, 1, 1, 2, 1, 3, 2, 2, 2, 3, 1, 1, 2, 2, 2, 1, 1]",1.6875,1.71875,dry streak,1,"[6, 4, 3, 3, 4, 10, 1, 2, 1, 2, 1, 5, 1, 1, 1, 1, 3, 1, 4, 4, 1, 1, 1, 2, 3, 4]","[2, 1, 1, 1, 1, 1, 3, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 6, 1, 1, 1, 1, 2]",2.6923076923076925,1.5,strikeout streak,4,
Ryan Jeffers,jeffery01,"[3, 1, 3, 1, 1, 1, 1, 2, 1, 1, 1, 4, 2, 3, 11, 1, 2, 3, 3, 6, 1]","[1, 2, 2, 1, 4, 5, 3, 1, 2, 3, 2, 2, 1, 1, 1, 1, 1, 3, 2, 2]",2.4761904761904763,2.0,hit streak,1,"[9, 1, 1, 1, 2, 1, 1, 2, 3, 4, 1, 2, 2, 1, 2, 2, 9, 1, 2, 3, 1, 3, 1, 2]","[2, 1, 1, 2, 2, 1, 3, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 3, 2, 1]",2.375,1.4583333333333333,strikeout streak,2,
Nolan Jones,jonesno01,"[2, 5, 2, 2, 4, 4, 1, 1, 1, 1, 1, 1, 3, 1, 1, 2, 1, 2, 1, 5, 1, 3, 8, 2, 1, 1, 4, 2]","[1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 3, 1, 1, 1, 1, 1]",2.25,1.2857142857142858,hit streak,2,"[3, 1, 4, 1, 2, 2, 3, 1, 2, 15, 1, 1, 3, 8, 10, 4, 6, 1, 3]","[1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 4, 1, 1, 2, 2, 3, 1, 1]",3.736842105263158,1.4736842105263157,no strikeout streak,1,
Chad Wallach,wallach01,"[1, 1, 4, 1, 1, 1, 1, 1, 5, 1, 1, 2, 1, 2]","[1, 2, 1, 6, 1, 1, 1, 1, 15, 1, 6, 1, 1, 4]",1.6428571428571428,3.0,dry streak,4,"[2, 1, 2, 8, 1, 1, 1, 1, 4, 8, 3, 2, 1, 3, 3, 1]","[1, 2, 1, 1, 3, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 3]",2.625,1.4375,no strikeout streak,3,
Carlos Correa,correca01,"[1, 3, 3, 1, 1, 1, 1, 1, 1, 3, 1, 5, 2, 5, 1, 1, 7, 3, 3, 6, 2, 2, 2, 4, 3, 9, 2, 3, 1, 5, 1, 1, 3]","[1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 2, 1, 4, 1, 1, 2, 2, 1, 1, 1, 2]",2.6666666666666665,1.4242424242424243,dry streak,2,"[2, 4, 3, 1, 2, 2, 2, 1, 3, 1, 8, 2, 2, 3, 7, 2, 4, 1, 3, 2, 2, 1, 13, 1, 1, 5, 6, 1, 8]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2, 2, 1, 1, 2, 1, 1, 2, 2, 1, 2, 1, 2, 2, 2]",3.206896551724138,1.4,no strikeout streak,2,
Dansby Swanson,swansda01,"[4, 1, 1, 2, 2, 2, 3, 2, 3, 2, 1, 5, 4, 3, 1, 8, 4, 1, 2, 3, 1, 1, 4, 2, 2, 1, 2, 4, 1, 3, 1, 5, 2, 4]","[2, 2, 2, 2, 4, 1, 2, 1, 2, 1, 1, 1, 1, 1, 4, 1, 1, 2, 1, 1, 1, 1, 1, 4, 3, 1, 3, 1, 2, 1, 1, 2, 1]",2.5588235294117645,1.6666666666666667,hit streak,4,"[6, 3, 1, 3, 2, 2, 7, 3, 3, 1, 1, 3, 3, 7, 2, 2, 2, 1, 4, 2, 3, 7, 3, 1, 4, 6, 3, 3, 2, 1, 2, 2, 2]","[3, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 2, 1, 2, 2, 1]",2.9393939393939394,1.3636363636363635,strikeout streak,2,
Taylor Motter,motteta01,"[2, 1, 1, 1, 2, 1, 2, 1]","[2, 1, 2, 2, 2, 1, 5, 3]",1.375,2.25,dry streak,3,"[7, 4, 2, 1, 2, 1, 4]","[1, 2, 1, 1, 2, 1]",3.0,1.3333333333333333,strikeout streak,4,
Yoan Moncada,moncayo01,"[7, 1, 6, 2, 1, 2, 2, 1, 7, 4, 1, 4, 4, 8, 4, 3, 1]","[3, 1, 4, 3, 3, 1, 1, 1, 4, 1, 2, 1, 1, 1, 1, 1, 1]",3.411764705882353,1.7647058823529411,dry streak,1,"[1, 2, 2, 1, 3, 1, 1, 3, 5, 1, 1, 1, 3, 8, 8, 1, 3, 6, 2, 10]","[1, 1, 2, 1, 2, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1]",3.15,1.3157894736842106,strikeout streak,10,
Derek Hill,hillde01,"[3, 1, 3]","[4, 2]",2.3333333333333335,3.0,hit streak,3,"[3, 4, 2]","[1, 1, 2]",3.0,1.3333333333333333,strikeout streak,2,
Kyle Lewis,lewisky01,"[2, 2, 1, 1]","[1, 2, 3, 1, 3]",1.5,2.0,dry streak,3,"[1, 4, 2, 5]","[1, 1, 2]",3.0,1.3333333333333333,strikeout streak,5,
Jesus Aguilar,aguilje01,"[2, 2, 3, 2, 1, 1, 2, 1, 1, 1]","[1, 1, 2, 1, 2, 1, 2, 1, 3, 4, 2]",1.6,1.8181818181818181,dry streak,2,"[3, 1, 1, 1, 1, 2, 1, 2, 2, 2, 1, 3]","[2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2]",1.6666666666666667,1.3333333333333333,no strikeout streak,2,
J.D. Davis,davisjd01,"[1, 4, 1, 2, 3, 1, 3, 2, 5, 1, 1, 2, 2, 1, 7, 4, 2, 1, 3, 4, 1, 1, 2, 3, 2, 2, 1, 2, 5, 2, 4, 2, 1, 1, 1]","[1, 1, 1, 2, 1, 2, 2, 2, 1, 2, 1, 2, 2, 1, 1, 2, 2, 1, 1, 2, 3, 2, 1, 4, 1, 2, 6, 1, 3, 2, 1, 1, 1, 3, 2]",2.2857142857142856,1.8,hit streak,1,"[2, 2, 1, 9, 3, 5, 1, 1, 3, 5, 2, 3, 3, 8, 2, 11, 3, 11, 7, 1, 4, 1, 3, 1, 1, 3, 1, 1, 3, 2]","[1, 2, 2, 2, 2, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 2, 1, 1, 1]",3.433333333333333,1.3793103448275863,strikeout streak,2,
Martin Maldonado,maldoma01,"[1, 2, 2, 1, 1, 3, 5, 5, 1, 1, 1, 3, 2, 2, 1, 2, 1, 1, 1, 1, 3, 3, 2, 1, 2, 1, 1]","[1, 2, 1, 1, 8, 1, 2, 2, 2, 5, 3, 3, 6, 1, 4, 1, 2, 1, 2, 5, 1, 2, 1, 1, 1, 2]",1.8518518518518519,2.3461538461538463,hit streak,1,"[1, 3, 6, 2, 10, 1, 1, 1, 3, 9, 1, 3, 1, 5, 4, 8, 6, 1, 6, 7, 6]","[4, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]",4.0476190476190474,1.3,strikeout streak,6,
Trey Mancini,mancitr01,"[1, 3, 4, 2, 2, 4, 4, 2, 1, 2, 1, 1, 1, 2, 2, 1, 3, 3, 2, 1]","[1, 1, 4, 2, 1, 1, 2, 1, 1, 4, 1, 1, 1, 3, 2, 4, 2, 2, 1, 2]",2.1,1.85,dry streak,2,"[3, 2, 1, 6, 1, 3, 2, 2, 1, 3, 1, 5, 3, 1, 2, 1, 2, 3, 1, 2, 5, 1]","[1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2]",2.3181818181818183,1.3333333333333333,strikeout streak,1,
Trevor Story,storytr01,"[3, 1, 3, 1, 1, 1, 1, 2, 2, 1]","[2, 4, 1, 2, 2, 1, 3, 2, 1, 2, 1]",1.6,1.9090909090909092,dry streak,1,"[3, 3, 2, 10, 4, 4, 2, 1]","[2, 1, 1, 1, 1, 1, 1]",3.625,1.1428571428571428,strikeout streak,1,
Brian Anderson,anderbr06,"[7, 3, 1, 1, 3, 1, 1, 1, 2, 2, 1, 2, 2, 3, 1, 1, 3, 1, 2, 2, 1, 3, 3, 2, 2, 1]","[5, 1, 1, 1, 1, 2, 1, 2, 2, 1, 2, 1, 1, 2, 1, 2, 1, 1, 2, 2, 1, 1, 1, 4, 2, 2]",2.0,1.6538461538461537,dry streak,2,"[1, 8, 1, 1, 9, 3, 6, 1, 1, 4, 2, 3, 5, 4, 8, 5, 1, 4, 2]","[1, 1, 1, 1, 1, 2, 2, 1, 3, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2]",3.6315789473684212,1.368421052631579,no strikeout streak,2,
Chas McCormick,mccorch01,"[2, 1, 5, 2, 1, 2, 2, 1, 4, 3, 5, 1, 8, 2, 3, 2, 7, 2, 2, 8, 1, 1, 2, 4]","[1, 1, 3, 1, 5, 1, 3, 1, 1, 2, 1, 1, 2, 1, 1, 3, 2, 1, 1, 2, 3, 1, 1, 1]",2.9583333333333335,1.6666666666666667,dry streak,1,"[1, 6, 2, 1, 1, 7, 1, 3, 2, 2, 3, 1, 4, 20, 2, 1, 1, 5, 1, 2, 1, 2, 2, 2, 1, 1]","[1, 1, 2, 2, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 3, 1, 2, 1, 1, 1, 1, 1]",2.8846153846153846,1.3333333333333333,no strikeout streak,1,
Luke Voit,voitlu01,"[1, 5, 1, 4]","[2, 2, 1, 5, 1]",2.75,2.2,dry streak,1,"[1, 3, 1, 13]","[1, 2, 1]",4.5,1.3333333333333333,strikeout streak,13,
Austin Riley,rileyau01,"[7, 8, 1, 3, 6, 1, 3, 12, 1, 4, 2, 2, 4, 2, 2, 2, 1, 1, 5, 10, 1, 4, 2, 4, 1, 1, 5, 5, 4, 5]","[1, 1, 2, 2, 3, 2, 1, 1, 2, 1, 4, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2]",3.6333333333333333,1.4666666666666666,hit streak,5,"[5, 1, 3, 2, 3, 6, 1, 2, 7, 1, 3, 5, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1, 6, 6, 4, 1, 6, 2, 11, 3, 1, 2, 3, 3, 9]","[1, 1, 2, 1, 2, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 3, 1, 1, 1, 2, 1, 1, 1, 1, 1]",3.1142857142857143,1.2941176470588236,strikeout streak,9,
Kyle Schwarber,schwaky01,"[1, 3, 3, 2, 1, 2, 1, 3, 1, 1, 2, 1, 1, 1, 1, 1, 3, 1, 1, 2, 5, 3, 3, 2, 6, 1, 1, 1, 2, 1, 2, 6, 4, 1, 6, 4, 2]","[2, 1, 1, 1, 1, 3, 1, 1, 2, 4, 1, 3, 2, 1, 2, 2, 3, 1, 1, 2, 1, 4, 1, 1, 2, 3, 3, 3, 4, 2, 4, 1, 1, 1, 1, 3, 2, 1]",2.2162162162162162,1.9210526315789473,dry streak,1,"[5, 2, 3, 7, 4, 6, 4, 6, 13, 18, 6, 9, 2, 3, 8, 5, 4, 7, 5, 10, 2]","[1, 1, 3, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1]",6.142857142857143,1.3,strikeout streak,2,
J.T. Realmuto,realmjt01,"[2, 1, 1, 1, 4, 3, 6, 10, 1, 1, 1, 3, 5, 1, 1, 1, 2, 2, 2, 4, 1, 3, 2, 1, 3, 3, 2, 1, 6, 1, 2, 6]","[1, 1, 2, 1, 1, 2, 1, 4, 1, 2, 4, 4, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 2]",2.59375,1.5806451612903225,hit streak,6,"[1, 1, 7, 5, 1, 1, 1, 1, 1, 1, 4, 2, 1, 4, 2, 2, 1, 1, 12, 1, 4, 2, 2, 3, 3, 2, 9, 2, 1, 2, 1, 4, 2, 1]","[1, 1, 2, 1, 1, 1, 1, 1, 3, 1, 2, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 1]",2.588235294117647,1.3333333333333333,strikeout streak,1,
Willy Adames,adamewi01,"[1, 3, 3, 1, 2, 2, 2, 2, 4, 1, 1, 1, 3, 2, 2, 2, 1, 2, 1, 6, 4, 1, 4, 1, 1, 2, 1, 1, 4, 1, 2, 3, 2, 1, 3, 1, 1, 1, 2, 2, 1]","[1, 1, 1, 2, 1, 1, 4, 4, 1, 1, 2, 1, 2, 1, 2, 2, 1, 1, 6, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 4, 1, 1, 2, 1, 1, 1]",1.975609756097561,1.575,hit streak,1,"[3, 1, 3, 1, 5, 9, 1, 1, 7, 5, 3, 4, 2, 9, 1, 3, 3, 9, 2, 3, 1, 6, 3, 1, 2, 6, 5, 1, 5]","[1, 1, 1, 1, 3, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 3, 1]",3.6206896551724137,1.3,no strikeout streak,1,
Matt Chapman,chapmma01,"[1, 10, 1, 2, 9, 4, 1, 3, 5, 4, 2, 1, 3, 1, 4, 3, 1, 2, 3, 1, 7, 1, 1, 3, 4, 2, 2, 2, 1, 1]","[1, 1, 1, 3, 2, 2, 1, 2, 3, 2, 2, 1, 2, 1, 1, 1, 2, 2, 1, 2, 1, 1, 2, 1, 4, 1, 4, 1, 2]",2.8333333333333335,1.7241379310344827,hit streak,1,"[2, 2, 5, 1, 2, 6, 1, 2, 2, 7, 8, 2, 1, 3, 2, 2, 13, 4, 2, 7, 9, 1, 2, 8, 4, 1, 3]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 4, 1, 1, 1, 2, 1, 1, 1]",3.7777777777777777,1.2692307692307692,strikeout streak,3,
Jonathan Davis,davisjo05,"[3, 1, 3, 1, 1, 2, 4, 1, 1]","[1, 1, 2, 2, 1, 1, 1, 2, 4, 2]",1.8888888888888888,1.7,dry streak,2,"[1, 4, 3, 1, 4, 2, 1, 1, 1, 3]","[1, 1, 2, 1, 1, 1, 2, 1, 1, 2]",2.1,1.3,strikeout streak,3,
Austin Wynns,wynnsau01,"[1, 1, 3, 1, 2, 1, 3, 2, 3, 3, 3, 1]","[1, 3, 1, 2, 1, 1, 4, 1, 4, 3, 1, 1]",2.0,1.9166666666666667,hit streak,1,"[3, 1, 8, 1, 1, 1, 4, 1, 1, 2, 5]","[2, 1, 2, 1, 1, 1, 2, 1, 1, 6, 1]",2.5454545454545454,1.7272727272727273,no strikeout streak,1,
Bryan De La Cruz,delacbr01,"[1, 1, 1, 9, 1, 1, 6, 8, 2, 1, 1, 2, 5, 1, 1, 11, 3, 2, 5, 2, 3, 2, 2, 1, 2, 2, 2, 7, 1, 1, 1, 6]","[3, 1, 1, 2, 2, 3, 1, 1, 1, 2, 2, 1, 1, 1, 4, 1, 3, 2, 2, 2, 3, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1]",2.9375,1.65625,hit streak,6,"[1, 3, 1, 3, 6, 9, 1, 1, 1, 3, 3, 9, 1, 3, 3, 2, 8, 5, 2, 1, 1, 5, 2, 2, 1, 7, 2, 1, 2, 1, 2, 7]","[1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 3, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 2, 2, 6]",3.09375,1.5,no strikeout streak,6,
Adam Duvall,duvalad01,"[4, 3, 1, 1, 2, 1, 1, 2, 5, 1, 1, 4, 1, 1, 1, 1, 1, 2, 10, 3, 1, 2, 1]","[1, 1, 2, 1, 1, 4, 1, 2, 1, 1, 1, 1, 4, 1, 1, 2, 2, 1, 1, 6, 1, 1]",2.1739130434782608,1.6818181818181819,hit streak,1,"[1, 1, 1, 2, 4, 2, 3, 11, 3, 3, 2, 3, 2, 4, 3, 6, 14]","[1, 1, 2, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1]",3.823529411764706,1.2941176470588236,no strikeout streak,1,
Triston Casas,casastr01,"[2, 1, 1, 2, 1, 2, 2, 1, 4, 1, 1, 4, 1, 1, 2, 7, 1, 1, 2, 7, 6, 3, 1, 5, 3, 1, 3, 10, 2, 1]","[2, 1, 2, 5, 2, 2, 3, 1, 1, 1, 3, 1, 3, 2, 1, 3, 1, 1, 1, 3, 1, 1, 3, 1, 1, 1, 1, 1, 2, 1, 1]",2.6333333333333333,1.7096774193548387,dry streak,1,"[2, 1, 2, 4, 1, 4, 3, 1, 1, 1, 3, 9, 2, 4, 1, 1, 1, 5, 2, 3, 1, 1, 1, 4, 1, 4, 3, 2, 7, 1, 1, 3, 6, 3]","[1, 4, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1]",2.6176470588235294,1.2647058823529411,no strikeout streak,1,
Royce Lewis,lewisro02,"[3, 1, 1, 3, 1, 8, 1, 3, 4, 3, 1, 6, 1, 6]","[1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2]",3.0,1.2307692307692308,hit streak,6,"[2, 4, 7, 2, 5, 3, 3, 1, 2, 2, 1, 2, 4, 1]","[1, 1, 1, 3, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1]",2.7857142857142856,1.3571428571428572,strikeout streak,1,
Brent Rooker,rookebr01,"[5, 2, 2, 2, 4, 3, 5, 1, 1, 1, 2, 2, 3, 1, 2, 1, 3, 2, 3, 1, 5, 1, 2, 4, 3, 3, 1, 2, 3, 1, 1, 1, 3, 1]","[3, 1, 1, 1, 1, 2, 1, 3, 2, 3, 1, 2, 1, 1, 1, 3, 5, 1, 1, 2, 1, 2, 3, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1]",2.264705882352941,1.588235294117647,hit streak,1,"[1, 1, 2, 1, 4, 1, 1, 2, 3, 3, 2, 2, 3, 4, 4, 1, 2, 8, 1, 6, 1, 6, 3, 3, 1, 8, 6, 9, 1, 2, 2]","[1, 3, 1, 3, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1]",3.032258064516129,1.2333333333333334,strikeout streak,2,
Lane Thomas,thomala02,"[3, 1, 5, 3, 2, 2, 2, 8, 1, 15, 1, 5, 10, 7, 4, 4, 1, 3, 2, 1, 1, 4, 4, 1, 4, 3, 4, 1, 1, 2, 3, 1]","[1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2, 1, 1, 2, 3, 3, 1, 1, 1, 1]",3.40625,1.3548387096774193,hit streak,1,"[1, 1, 2, 10, 5, 2, 3, 3, 5, 2, 6, 1, 1, 1, 6, 1, 1, 7, 6, 3, 5, 8, 6, 2, 2, 4, 2, 1, 1, 3, 1, 4, 4]","[2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 4, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1]",3.3333333333333335,1.28125,strikeout streak,4,
Tucker Barnhart,barnhtu01,"[3, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2]","[1, 2, 3, 1, 2, 2, 8, 2, 1, 1, 2, 2]",1.5454545454545454,2.25,dry streak,2,"[1, 5, 3, 5, 1, 2, 1, 3, 1, 4, 3, 1]","[3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1]",2.5,1.2727272727272727,strikeout streak,1,
Teoscar Hernandez,hernate01,"[1, 3, 6, 1, 3, 1, 1, 6, 5, 3, 2, 4, 4, 3, 3, 2, 2, 5, 2, 2, 3, 1, 6, 1, 1, 2, 1, 3, 17, 1, 3, 3, 2]","[3, 1, 1, 1, 1, 1, 4, 1, 2, 1, 2, 1, 1, 2, 1, 3, 2, 1, 3, 3, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]",3.121212121212121,1.5294117647058822,dry streak,1,"[2, 4, 2, 3, 2, 3, 4, 5, 7, 7, 11, 4, 14, 2, 2, 3, 4, 8, 1, 2, 1, 6, 9, 14, 5]","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 4, 2, 1, 1, 1]",5.0,1.25,strikeout streak,5,
Byron Buxton,buxtoby01,"[3, 4, 2, 4, 8, 5, 2, 1, 3, 4, 1, 1, 1, 5]","[1, 1, 5, 1, 7, 2, 1, 8, 5, 1, 2, 6, 1]",3.142857142857143,3.1538461538461537,hit streak,5,"[16, 3, 4, 3, 1, 1, 3, 1, 7, 5, 1, 2, 4, 1, 12, 2]","[2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2]",4.125,1.2666666666666666,strikeout streak,2,
Tyler O'Neill,oneilty01,"[2, 2, 2, 3, 3, 3, 1, 1, 3, 1, 8, 1, 1, 3, 1, 2, 5, 1]","[1, 2, 1, 2, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 2, 2, 2, 3]",2.388888888888889,1.6111111111111112,dry streak,3,"[2, 1, 3, 4, 6, 1, 3, 1, 3, 2, 1, 2, 3, 3, 1, 1, 5, 1, 3]","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 2, 3, 1]",2.4210526315789473,1.368421052631579,no strikeout streak,1,
MJ Melendez,melenmj01,"[1, 2, 3, 1, 3, 1, 5, 5, 2, 1, 1, 2, 2, 5, 2, 3, 1, 1, 1, 2, 1, 2, 2, 5, 4, 5, 1, 7, 8, 1, 2, 1, 2, 2, 2, 1]","[3, 2, 1, 4, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1]",2.5,1.4594594594594594,dry streak,1,"[6, 5, 3, 1, 7, 1, 8, 9, 3, 1, 6, 5, 3, 1, 4, 5, 2, 3, 3, 3, 5, 1, 1, 8, 2, 4, 3, 2]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 3, 2, 1, 1, 2, 1, 1, 1, 1, 3, 1, 5]",3.75,1.4444444444444444,strikeout streak,2,
Matt Olson,olsonma02,"[2, 1, 2, 2, 1, 3, 1, 1, 1, 1, 2, 7, 2, 3, 2, 3, 5, 2, 2, 3, 4, 4, 7, 2, 6, 6, 7, 1, 7, 10, 2, 4, 2]","[1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 4, 1, 2, 2, 3, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 2, 3, 3, 1, 1, 1]",3.272727272727273,1.5,hit streak,2,"[6, 2, 13, 17, 1, 5, 1, 15, 1, 3, 3, 1, 1, 2, 3, 4, 4, 1, 2, 3, 1, 1, 4, 7, 5, 1, 1, 3, 1, 2, 1]","[1, 1, 1, 1, 1, 2, 1, 1, 1, 3, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 4, 1, 1, 3, 1, 1]",3.7096774193548385,1.3666666666666667,strikeout streak,1,
